年,月,縣市,營業行車次數(班次)
2019,10,高雄市,274634
2019,11,南投縣,2454
2019,11,嘉義市,2812
2019,11,嘉義縣,2721
2019,11,基隆市,67181
2019,11,宜蘭縣,24458
2019,11,屏東縣,9925
2019,11,彰化縣,4794
2019,11,新北市,670145
2019,11,新竹市,18442
2019,11,新竹縣,6900
2019,11,桃園市,179632
2019,11,澎湖縣,5813
2019,11,臺中市,288866
2019,11,臺北市,976664
2019,11,臺南市,85780
2019,11,臺東縣,2467
2019,11,花蓮縣,3312
2019,11,苗栗縣,1200
2019,11,連江縣,2410
2019,11,金門縣,13074
2019,11,雲林縣,4048
2019,11,高雄市,263171
2019,12,南投縣,2448
2019,12,嘉義市,2898
2019,12,嘉義縣,2799
2019,12,基隆市,68905
2019,12,宜蘭縣,25164
2019,12,屏東縣,10189
2019,12,彰化縣,4983
2019,12,新北市,752300
2019,12,新竹市,18680
2019,12,新竹縣,7154
2019,12,桃園市,185290
2019,12,澎湖縣,6086
2019,12,臺中市,303306
2019,12,臺北市,1005121
2019,12,臺南市,89750
2019,12,臺東縣,2475
2019,12,花蓮縣,3421
2019,12,苗栗縣,1240
2019,12,連江縣,2518
2019,12,金門縣,11904
2019,12,雲林縣,4170
2019,12,高雄市,272750
2020,01,南投縣,1766
2020,01,嘉義市,3006
2020,01,嘉義縣,2872
2020,01,基隆市,65804
2020,01,宜蘭縣,26140
2020,01,屏東縣,9708
2020,01,彰化縣,4310
2020,01,新北市,633382
2020,01,新竹市,17119
2020,01,新竹縣,6380
2020,01,桃園市,179643
2020,01,澎湖縣,5425
2020,01,臺中市,292225
2020,01,臺北市,951273
2020,01,臺南市,90359
2020,01,臺東縣,2459
2020,01,花蓮縣,3278
2020,01,苗栗縣,1302
2020,01,連江縣,2336
2020,01,金門縣,11904
2020,01,雲林縣,4631
2020,01,高雄市,266743
2020,02,南投縣,1111
2020,02,嘉義市,2922
2020,02,嘉義縣,2615
2020,02,基隆市,64497
2020,02,宜蘭縣,23008
2020,02,屏東縣,8663
2020,02,彰化縣,3926
2020,02,新北市,621627
2020,02,新竹市,16588
2020,02,新竹縣,6646
2020,02,桃園市,171464
2020,02,澎湖縣,4705
2020,02,臺中市,277198
2020,02,臺北市,940652
2020,02,臺南市,84523
2020,02,臺東縣,2245
2020,02,花蓮縣,2955
2020,02,苗栗縣,1218
2020,02,連江縣,2184
2020,02,金門縣,11136
2020,02,雲林縣,4308
2020,02,高雄市,248267
2020,03,南投縣,2278
2020,03,嘉義市,2898
2020,03,嘉義縣,2810
2020,03,基隆市,71016
2020,03,宜蘭縣,25218
2020,03,屏東縣,9728
2020,03,彰化縣,4798
2020,03,新北市,653905
2020,03,新竹市,18662
2020,03,新竹縣,7154
2020,03,桃園市,184258
2020,03,澎湖縣,5909
2020,03,臺中市,301204
2020,03,臺北市,1023895
2020,03,臺南市,89359
2020,03,臺東縣,2477
2020,03,花蓮縣,3398
2020,03,苗栗縣,1302
2020,03,連江縣,2498
2020,03,金門縣,11136
2020,03,雲林縣,4677
2020,03,高雄市,283127
2020,04,南投縣,2072
2020,04,嘉義市,2820
2020,04,嘉義縣,2720
2020,04,基隆市,65798
2020,04,宜蘭縣,25010
2020,04,屏東縣,8867
2020,04,彰化縣,4832
2020,04,新北市,631261
2020,04,新竹市,17996
2020,04,新竹縣,6781
2020,04,桃園市,177390
2020,04,澎湖縣,5508
2020,04,臺中市,291544
2020,04,臺北市,980833
2020,04,臺南市,86668
2020,04,臺東縣,2390
2020,04,花蓮縣,3236
2020,04,苗栗縣,1260
2020,04,連江縣,2412
2020,04,金門縣,11670
2020,04,雲林縣,4554
2020,04,高雄市,273681
2020,05,南投縣,2158
2020,05,嘉義市,2910
2020,05,嘉義縣,2821
2020,05,基隆市,64631
2020,05,宜蘭縣,24294
2020,05,屏東縣,9169
2020,05,彰化縣,5062
2020,05,新北市,651636
2020,05,新竹市,18429
2020,05,新竹縣,7032
2020,05,桃園市,181181
2020,05,澎湖縣,5878
2020,05,臺中市,299336
2020,05,臺北市,1003228
2020,05,臺南市,89302
2020,05,臺東縣,2433
2020,05,花蓮縣,3328
2020,05,苗栗縣,1302
2020,05,連江縣,2494
2020,05,金門縣,11670
2020,05,雲林縣,4699
2020,05,高雄市,280258
2020,06,南投縣,2340
2020,06,嘉義市,4231
2020,06,嘉義縣,2475
2020,06,基隆市,63720
2020,06,宜蘭縣,23385
2020,06,屏東縣,8958
2020,06,彰化縣,4814
2020,06,新北市,654250
2020,06,新竹市,17579
2020,06,新竹縣,6858
2020,06,桃園市,176265
2020,06,澎湖縣,5881
2020,06,臺中市,289227
2020,06,臺北市,977510
2020,06,臺南市,85774
2020,06,臺東縣,2330
2020,06,花蓮縣,3238
2020,06,苗栗縣,1260
2020,06,連江縣,2412
2020,06,金門縣,11520
2020,06,雲林縣,4540
2020,06,高雄市,270710
2020,07,南投縣,1102
2020,07,嘉義市,4572
2020,07,嘉義縣,2464
2020,07,基隆市,58390
2020,07,宜蘭縣,23891
2020,07,屏東縣,9049
2020,07,彰化縣,4847
2020,07,新北市,709618
2020,07,新竹市,17511
2020,07,新竹縣,7188
2020,07,桃園市,181256
2020,07,澎湖縣,5569
2020,07,臺中市,298268
2020,07,臺北市,1016281
2020,07,臺南市,88915
2020,07,臺東縣,2390
2020,07,花蓮縣,3190
2020,07,苗栗縣,1302
2020,07,連江縣,2378
2020,07,金門縣,11520
2020,07,雲林縣,4667
2020,07,高雄市,275955
2020,08,南投縣,1092
2020,08,嘉義市,4638
2020,08,嘉義縣,2491
2020,08,基隆市,61218
2020,08,宜蘭縣,24626
2020,08,屏東縣,8792
2020,08,彰化縣,4855
2020,08,新北市,686768
2020,08,新竹市,16977
2020,08,新竹縣,7031
2020,08,桃園市,188819
2020,08,澎湖縣,5080
2020,08,臺中市,297187
2020,08,臺北市,988173
2020,08,臺南市,89301
2020,08,臺東縣,2349
2020,08,花蓮縣,3170
2020,08,苗栗縣,1302
2020,08,連江縣,2328
2020,08,金門縣,11520
2020,08,雲林縣,4683
2020,08,高雄市,271282
2020,09,南投縣,2422
2020,09,嘉義市,4224
2020,09,嘉義縣,2387
2020,09,基隆市,57004
2020,09,宜蘭縣,24314
2020,09,屏東縣,8925
2020,09,彰化縣,5250
2020,09,新北市,685476
2020,09,新竹市,17728
2020,09,新竹縣,7032
2020,09,桃園市,187586
2020,09,澎湖縣,5862
2020,09,臺中市,292430
2020,09,臺北市,985413
2020,09,臺南市,86347
2020,09,臺東縣,2334
2020,09,花蓮縣,3094
2020,09,苗栗縣,1260
2020,09,連江縣,2388
2020,09,金門縣,11520
2020,09,雲林縣,4510
2020,09,高雄市,265180
2020,10,南投縣,2360
2020,10,嘉義市,4435
2020,10,嘉義縣,2533
2020,10,基隆市,52892
2020,10,宜蘭縣,25335
2020,10,屏東縣,9486
2020,10,彰化縣,5368
2020,10,新北市,680255
2020,10,新竹市,17964
2020,10,新竹縣,6864
2020,10,桃園市,192945
2020,10,澎湖縣,5784
2020,10,臺中市,297488
2020,10,臺北市,976978
2020,10,臺南市,89769
2020,10,臺東縣,2393
2020,10,花蓮縣,4208
2020,10,苗栗縣,1302
2020,10,連江縣,2464
2020,10,金門縣,11520
2020,10,雲林縣,4769
2020,10,高雄市,270761
2020,11,南投縣,3298
2020,11,嘉義市,4248
2020,11,嘉義縣,3504
2020,11,基隆市,62658
2020,11,宜蘭縣,24267
2020,11,屏東縣,11169
2020,11,彰化縣,5160
2020,11,新北市,664739
2020,11,新竹市,19139
2020,11,新竹縣,7188
2020,11,桃園市,188049
2020,11,澎湖縣,5736
2020,11,臺中市,291660
2020,11,臺北市,952710
2020,11,臺南市,88464
2020,11,臺東縣,3329
2020,11,花蓮縣,4236
2020,11,苗栗縣,1260
2020,11,連江縣,2412
2020,11,金門縣,11520
2020,11,雲林縣,4524
2020,11,高雄市,273148
2020,12,南投縣,3459
2020,12,嘉義市,4374
2020,12,嘉義縣,3575
2020,12,基隆市,64022
2020,12,宜蘭縣,25152
2020,12,屏東縣,12198
2020,12,彰化縣,5366
2020,12,新北市,696767
2020,12,新竹市,19879
2020,12,新竹縣,8198
2020,12,桃園市,194621
2020,12,澎湖縣,6001
2020,12,臺中市,302718
2020,12,臺北市,992630
2020,12,臺南市,91579
2020,12,臺東縣,3497
2020,12,花蓮縣,4598
2020,12,苗栗縣,1302
2020,12,連江縣,2504
2020,12,金門縣,11094
2020,12,雲林縣,4667
2020,12,高雄市,283677
2021,01,南投縣,2429
2021,01,嘉義市,4776
2021,01,嘉義縣,3479
2021,01,基隆市,62118
2021,01,宜蘭縣,24971
2021,01,屏東縣,12813
2021,01,彰化縣,4828
2021,01,新北市,670420
2021,01,新竹市,19245
2021,01,新竹縣,7813
2021,01,桃園市,183468
2021,01,澎湖縣,5433
2021,01,臺中市,299698
2021,01,臺北市,957928
2021,01,臺南市,92546
2021,01,臺東縣,3375
2021,01,花蓮縣,4669
2021,01,苗栗縣,1302
2021,01,連江縣,2406
2021,01,金門縣,11094
2021,01,雲林縣,4713
2021,01,高雄市,278243
2021,02,南投縣,1987
2021,02,嘉義市,4488
2021,02,嘉義縣,3345
2021,02,基隆市,58188
2021,02,宜蘭縣,22401
2021,02,屏東縣,11385
2021,02,彰化縣,4250
2021,02,新北市,558968
2021,02,新竹市,15697
2021,02,新竹縣,6409
2021,02,桃園市,160408
2021,02,澎湖縣,4588
2021,02,臺中市,257454
2021,02,臺北市,796805
2021,02,臺南市,83108
2021,02,臺東縣,2797
2021,02,花蓮縣,3983
2021,02,苗栗縣,1176
2021,02,連江縣,2068
2021,02,金門縣,10752
2021,02,雲林縣,4336
2021,02,高雄市,246405
2021,03,南投縣,3372
2021,03,嘉義市,4926
2021,03,嘉義縣,3682
2021,03,基隆市,63674
2021,03,宜蘭縣,30924
2021,03,屏東縣,13385
2021,03,彰化縣,5552
2021,03,新北市,675582
2021,03,新竹市,19667
2021,03,新竹縣,8100
2021,03,桃園市,184178
2021,03,澎湖縣,5924
2021,03,臺中市,297834
2021,03,臺北市,949720
2021,03,臺南市,90782
2021,03,臺東縣,3653
2021,03,花蓮縣,5069
2021,03,苗栗縣,1302
2021,03,連江縣,2494
2021,03,金門縣,10752
2021,03,雲林縣,4653
2021,03,高雄市,277650
2021,04,南投縣,3239
2021,04,嘉義市,4780
2021,04,嘉義縣,3700
2021,04,基隆市,62344
2021,04,宜蘭縣,24986
2021,04,屏東縣,12960
2021,04,彰化縣,5303
2021,04,新北市,640623
2021,04,新竹市,18964
2021,04,新竹縣,7753
2021,04,桃園市,177401
2021,04,澎湖縣,5525
2021,04,臺中市,284033
2021,04,臺北市,905049
2021,04,臺南市,89252
2021,04,臺東縣,3510
2021,04,花蓮縣,5081
2021,04,苗栗縣,1260
2021,04,連江縣,2404
2021,04,金門縣,11520
2021,04,雲林縣,4587
2021,04,高雄市,268317
2021,05,南投縣,2907
2021,05,嘉義市,4792
2021,05,嘉義縣,3032
2021,05,基隆市,62632
2021,05,宜蘭縣,23078
2021,05,屏東縣,11361
2021,05,彰化縣,4819
2021,05,新北市,569249
2021,05,新竹市,17443
2021,05,新竹縣,7838
2021,05,桃園市,174010
2021,05,澎湖縣,5204
2021,05,臺中市,279145
2021,05,臺北市,796249
2021,05,臺南市,89870
2021,05,臺東縣,3503
2021,05,花蓮縣,3845
2021,05,苗栗縣,1302
2021,05,連江縣,2404
2021,05,金門縣,11520
2021,05,雲林縣,4493
2021,05,高雄市,267771
2021,06,南投縣,1444
2021,06,嘉義市,4122
2021,06,嘉義縣,1734
2021,06,基隆市,41484
2021,06,宜蘭縣,15068
2021,06,屏東縣,5523
2021,06,彰化縣,2871
2021,06,新北市,362995
2021,06,新竹市,10094
2021,06,新竹縣,7373
2021,06,桃園市,145071
2021,06,澎湖縣,4739
2021,06,臺中市,222487
2021,06,臺北市,530220
2021,06,臺南市,69523
2021,06,臺東縣,2762
2021,06,花蓮縣,1733
2021,06,苗栗縣,1260
2021,06,連江縣,2220
2021,06,金門縣,11520
2021,06,雲林縣,3702
2021,06,高雄市,204476
2021,07,南投縣,1355
2021,07,嘉義市,4390
2021,07,嘉義縣,3392
2021,07,基隆市,43128
2021,07,宜蘭縣,15854
2021,07,屏東縣,4563
2021,07,彰化縣,2759
2021,07,新北市,383676
2021,07,新竹市,9649
2021,07,新竹縣,7592
2021,07,桃園市,151031
2021,07,澎湖縣,4903
2021,07,臺中市,223447
2021,07,臺北市,573117
2021,07,臺南市,64906
2021,07,臺東縣,2345
2021,07,花蓮縣,1633
2021,07,苗栗縣,1302
2021,07,連江縣,2330
2021,07,金門縣,11520
2021,07,雲林縣,3689
2021,07,高雄市,208346
2021,08,南投縣,1461
2021,08,嘉義市,4980
2021,08,嘉義縣,3849
2021,08,基隆市,49168
2021,08,宜蘭縣,17155
2021,08,屏東縣,7416
2021,08,彰化縣,3069
2021,08,新北市,492426
2021,08,新竹市,10848
2021,08,新竹縣,7684
2021,08,桃園市,160673
2021,08,澎湖縣,4891
2021,08,臺中市,229894
2021,08,臺北市,736763
2021,08,臺南市,65939
2021,08,臺東縣,3265
2021,08,花蓮縣,2170
2021,08,苗栗縣,1302
2021,08,連江縣,2248
2021,08,金門縣,11520
2021,08,雲林縣,3907
2021,08,高雄市,211546
2021,09,南投縣,1759
2021,09,嘉義市,4770
2021,09,嘉義縣,4447
2021,09,基隆市,53759
2021,09,宜蘭縣,20269
2021,09,屏東縣,12921
2021,09,彰化縣,4358
2021,09,新北市,602187
2021,09,新竹市,18549
2021,09,新竹縣,7484
2021,09,桃園市,166381
2021,09,澎湖縣,5468
2021,09,臺中市,258087
2021,09,臺北市,827582
2021,09,臺南市,84242
2021,09,臺東縣,3313
2021,09,花蓮縣,2948
2021,09,苗栗縣,1260
2021,09,連江縣,2538
2021,09,金門縣,11520
2021,09,雲林縣,3899
2021,09,高雄市,234188
2021,10,南投縣,2698
2021,10,嘉義市,4946
2021,10,嘉義縣,4700
2021,10,基隆市,56764
2021,10,宜蘭縣,22200
2021,10,屏東縣,14382
2021,10,彰化縣,5845
2021,10,新北市,626834
2021,10,新竹市,19052
2021,10,新竹縣,7378
2021,10,桃園市,171878
2021,10,澎湖縣,5623
2021,10,臺中市,269829
2021,10,臺北市,865267
2021,10,臺南市,87872
2021,10,臺東縣,3453
2021,10,花蓮縣,3070
2021,10,苗栗縣,1302
2021,10,連江縣,2410
2021,10,金門縣,11520
2021,10,雲林縣,4065
2021,10,高雄市,244129
2021,11,南投縣,2965
2021,11,嘉義市,4820
2021,11,嘉義縣,4847
2021,11,基隆市,54548
2021,11,宜蘭縣,22373
2021,11,屏東縣,14238
2021,11,彰化縣,5928
2021,11,新北市,623085
2021,11,新竹市,18458
2021,11,新竹縣,7531
2021,11,桃園市,168620
2021,11,澎湖縣,5542
2021,11,臺中市,265957
2021,11,臺北市,862256
2021,11,臺南市,84264
2021,11,臺東縣,3319
2021,11,花蓮縣,3055
2021,11,苗栗縣,1260
2021,11,連江縣,2440
2021,11,金門縣,11520
2021,11,雲林縣,3916
2021,11,高雄市,240068
2021,12,南投縣,3008
2021,12,嘉義市,5014
2021,12,嘉義縣,5091
2021,12,基隆市,68912
2021,12,宜蘭縣,22984
2021,12,屏東縣,15153
2021,12,彰化縣,6219
2021,12,新北市,645516
2021,12,新竹市,18982
2021,12,新竹縣,7597
2021,12,桃園市,170889
2021,12,澎湖縣,5719
2021,12,臺中市,276645
2021,12,臺北市,891189
2021,12,臺南市,88056
2021,12,臺東縣,3400
2021,12,花蓮縣,3271
2021,12,苗栗縣,1302
2021,12,連江縣,2518
2021,12,金門縣,11520
2021,12,雲林縣,4069
2021,12,高雄市,247140
2022,01,南投縣,2874
2022,01,嘉義市,4996
2022,01,嘉義縣,4903
2022,01,基隆市,55681
2022,01,宜蘭縣,22717
2022,01,屏東縣,14419
2022,01,彰化縣,6022
2022,01,新北市,615065
2022,01,新竹市,18041
2022,01,新竹縣,7369
2022,01,桃園市,174354
2022,01,澎湖縣,5349
2022,01,臺中市,275816
2022,01,臺北市,856617
2022,01,臺南市,91394
2022,01,臺東縣,3181
2022,01,花蓮縣,3659
2022,01,苗栗縣,1302
2022,01,連江縣,2422
2022,01,金門縣,11520
2022,01,雲林縣,4104
2022,01,高雄市,242063
2022,02,南投縣,1898
2022,02,嘉義市,4542
2022,02,嘉義縣,4410
2022,02,基隆市,55221
2022,02,宜蘭縣,20467
2022,02,屏東縣,12484
2022,02,彰化縣,5266
2022,02,新北市,511897
2022,02,新竹市,15458
2022,02,新竹縣,6118
2022,02,桃園市,152727
2022,02,澎湖縣,4749
2022,02,臺中市,241259
2022,02,臺北市,718324
2022,02,臺南市,79343
2022,02,臺東縣,2783
2022,02,花蓮縣,3019
2022,02,苗栗縣,1176
2022,02,連江縣,2270
2022,02,金門縣,10752
2022,02,雲林縣,3744
2022,02,高雄市,211290
2022,03,南投縣,3043
2022,03,嘉義市,5008
2022,03,嘉義縣,4669
2022,03,基隆市,57798
2022,03,宜蘭縣,23418
2022,03,屏東縣,15104
2022,03,彰化縣,6365
2022,03,新北市,637222
2022,03,新竹市,19235
2022,03,新竹縣,7693
2022,03,桃園市,176980
2022,03,澎湖縣,5973
2022,03,臺中市,277206
2022,03,臺北市,874160
2022,03,臺南市,87477
2022,03,臺東縣,3440
2022,03,花蓮縣,3956
2022,03,苗栗縣,1302
2022,03,連江縣,2804
2022,03,金門縣,11904
2022,03,雲林縣,3948
2022,03,高雄市,245017
2022,04,南投縣,2304
2022,04,嘉義市,4864
2022,04,嘉義縣,6029
2022,04,基隆市,54326
2022,04,宜蘭縣,22681
2022,04,屏東縣,14390
2022,04,彰化縣,6086
2022,04,新北市,589260
2022,04,新竹市,18191
2022,04,新竹縣,7015
2022,04,桃園市,168817
2022,04,澎湖縣,5578
2022,04,臺中市,264455
2022,04,臺北市,792376
2022,04,臺南市,85397
2022,04,臺東縣,3274
2022,04,花蓮縣,3618
2022,04,苗栗縣,1260
2022,04,連江縣,2498
2022,04,金門縣,11520
2022,04,雲林縣,4756
2022,04,高雄市,233274
2022,05,南投縣,2501
2022,05,嘉義市,5014
2022,05,嘉義縣,4711
2022,05,基隆市,54890
2022,05,宜蘭縣,23523
2022,05,屏東縣,14025
2022,05,彰化縣,6215
2022,05,新北市,577152
2022,05,新竹市,18243
2022,05,新竹縣,8115
2022,05,桃園市,174565
2022,05,澎湖縣,5495
2022,05,臺中市,272879
2022,05,臺北市,775878
2022,05,臺南市,89226
2022,05,臺東縣,3719
2022,05,花蓮縣,3647
2022,05,苗栗縣,1302
2022,05,連江縣,2510
2022,05,金門縣,11904
2022,05,雲林縣,4863
2022,05,高雄市,242047
2022,06,南投縣,1470
2022,06,嘉義市,4854
2022,06,嘉義縣,4496
2022,06,基隆市,50831
2022,06,宜蘭縣,22572
2022,06,屏東縣,13117
2022,06,彰化縣,5577
2022,06,新北市,507435
2022,06,新竹市,17384
2022,06,新竹縣,7057
2022,06,桃園市,167676
2022,06,澎湖縣,5266
2022,06,臺中市,255860
2022,06,臺北市,726154
2022,06,臺南市,84648
2022,06,臺東縣,3716
2022,06,花蓮縣,3441
2022,06,苗栗縣,1260
2022,06,連江縣,2400
2022,06,金門縣,11520
2022,06,雲林縣,4714
2022,06,高雄市,220017
2022,07,南投縣,1516
2022,07,嘉義市,5146
2022,07,嘉義縣,4490
2022,07,基隆市,53371
2022,07,宜蘭縣,23626
2022,07,屏東縣,13290
2022,07,彰化縣,5148
2022,07,新北市,549988
2022,07,新竹市,17182
2022,07,新竹縣,7325
2022,07,桃園市,172523
2022,07,澎湖縣,4599
2022,07,臺中市,263721
2022,07,臺北市,774488
2022,07,臺南市,86839
2022,07,臺東縣,3234
2022,07,花蓮縣,3487
2022,07,苗栗縣,1302
2022,07,連江縣,2294
2022,07,金門縣,11966
2022,07,雲林縣,5043
2022,07,高雄市,221179
2022,08,南投縣,1599
2022,08,嘉義市,5134
2022,08,嘉義縣,4481
2022,08,基隆市,55086
2022,08,宜蘭縣,23461
2022,08,屏東縣,14389
2022,08,彰化縣,5322
2022,08,新北市,615728
2022,08,新竹市,17322
2022,08,新竹縣,7572
2022,08,桃園市,173716
2022,08,澎湖縣,4723
2022,08,臺中市,266517
2022,08,臺北市,839743
2022,08,臺南市,88071
2022,08,臺東縣,3516
2022,08,花蓮縣,3819
2022,08,苗栗縣,1302
2022,08,連江縣,2324
2022,08,金門縣,11904
2022,08,雲林縣,5045
2022,08,高雄市,223090
2022,09,南投縣,2904
2022,09,嘉義市,4854
2022,09,嘉義縣,4170
2022,09,基隆市,52744
2022,09,宜蘭縣,23176
2022,09,屏東縣,14786
2022,09,彰化縣,5591
2022,09,新北市,592648
2022,09,新竹市,17599
2022,09,新竹縣,7421
2022,09,桃園市,169286
2022,09,澎湖縣,5700
2022,09,臺中市,258300
2022,09,臺北市,803227
2022,09,臺南市,85596
2022,09,臺東縣,3804
2022,09,花蓮縣,3934
2022,09,苗栗縣,1260
2022,09,連江縣,2404
2022,09,金門縣,11520
2022,09,雲林縣,4903
2022,09,高雄市,228012
2022,10,南投縣,3001
2022,10,嘉義市,5026
2022,10,嘉義縣,4365
2022,10,基隆市,52718
2022,10,宜蘭縣,23692
2022,10,屏東縣,14813
2022,10,彰化縣,6072
2022,10,新北市,600787
2022,10,新竹市,16996
2022,10,新竹縣,7520
2022,10,桃園市,173468
2022,10,澎湖縣,5789
2022,10,臺中市,265121
2022,10,臺北市,820162
2022,10,臺南市,87501
2022,10,臺東縣,4117
2022,10,花蓮縣,4076
2022,10,苗栗縣,1302
2022,10,連江縣,1938
2022,10,金門縣,11904
2022,10,雲林縣,5079
2022,10,高雄市,232839
2022,11,南投縣,3172
2022,11,嘉義市,4848
2022,11,嘉義縣,3842
2022,11,基隆市,54603
2022,11,宜蘭縣,23179
2022,11,屏東縣,14528
2022,11,彰化縣,5880
2022,11,新北市,603289
2022,11,新竹市,16480
2022,11,新竹縣,7508
2022,11,桃園市,172370
2022,11,澎湖縣,5766
2022,11,臺中市,259832
2022,11,臺北市,821775
2022,11,臺南市,86844
2022,11,臺東縣,3921
2022,11,花蓮縣,4060
2022,11,苗栗縣,1260
2022,11,連江縣,2440
2022,11,金門縣,12741
2022,11,雲林縣,4888
2022,11,高雄市,220026
2022,12,南投縣,3155
2022,12,嘉義市,5014
2022,12,嘉義縣,3955
2022,12,基隆市,55849
2022,12,宜蘭縣,23787
2022,12,屏東縣,15209
2022,12,彰化縣,6071
2022,12,新北市,625786
2022,12,新竹市,17056
2022,12,新竹縣,7682
2022,12,桃園市,174462
2022,12,澎湖縣,5913
2022,12,臺中市,266758
2022,12,臺北市,841465
2022,12,臺南市,89064
2022,12,臺東縣,4070
2022,12,花蓮縣,4171
2022,12,苗栗縣,1302
2022,12,連江縣,2530
2022,12,金門縣,12741
2022,12,雲林縣,5069
2022,12,高雄市,226811
2023,01,南投縣,2035
2023,01,嘉義市,6748
2023,01,嘉義縣,3673
2023,01,基隆市,50642
2023,01,宜蘭縣,22985
2023,01,屏東縣,13650
2023,01,彰化縣,5416
2023,01,新北市,549324
2023,01,新竹市,15003
2023,01,新竹縣,6764
2023,01,桃園市,166665
2023,01,澎湖縣,5349
2023,01,臺中市,250259
2023,01,臺北市,755097
2023,01,臺南市,86980
2023,01,臺東縣,3519
2023,01,花蓮縣,3906
2023,01,苗栗縣,1302
2023,01,連江縣,2354
2023,01,金門縣,12741
2023,01,雲林縣,5124
2023,01,高雄市,217066
2023,02,南投縣,2045
2023,02,嘉義市,6172
2023,02,嘉義縣,3402
2023,02,基隆市,48584
2023,02,宜蘭縣,20978
2023,02,屏東縣,13423
2023,02,彰化縣,5270
2023,02,新北市,544115
2023,02,新竹市,14964
2023,02,新竹縣,6762
2023,02,桃園市,157012
2023,02,澎湖縣,4812
2023,02,臺中市,233339
2023,02,臺北市,720355
2023,02,臺南市,80225
2023,02,臺東縣,3474
2023,02,花蓮縣,3750
2023,02,苗栗縣,1176
2023,02,連江縣,2216
2023,02,金門縣,12006
2023,02,雲林縣,4623
2023,02,高雄市,202233
2023,03,南投縣,3453
2023,03,嘉義市,7420
2023,03,嘉義縣,4123
2023,03,基隆市,57529
2023,03,宜蘭縣,22926
2023,03,屏東縣,15673
2023,03,彰化縣,6385
2023,03,新北市,633505
2023,03,新竹市,17168
2023,03,新竹縣,7780
2023,03,桃園市,173924
2023,03,澎湖縣,6035
2023,03,臺中市,257006
2023,03,臺北市,819868
2023,03,臺南市,88798
2023,03,臺東縣,4394
2023,03,花蓮縣,4420
2023,03,苗栗縣,1302
2023,03,連江縣,3402
2023,03,金門縣,12741
2023,03,雲林縣,5079
2023,03,高雄市,225675
2023,04,南投縣,2763
2023,04,嘉義市,6678
2023,04,嘉義縣,3997
2023,04,基隆市,52483
2023,04,宜蘭縣,22396
2023,04,屏東縣,14416
2023,04,彰化縣,6165
2023,04,新北市,578081
2023,04,新竹市,16147
2023,04,新竹縣,6884
2023,04,桃園市,164559
2023,04,澎湖縣,5456
2023,04,臺中市,241884
2023,04,臺北市,748187
2023,04,臺南市,85700
2023,04,臺東縣,3808
2023,04,花蓮縣,4287
2023,04,苗栗縣,1260
2023,04,連江縣,3230
2023,04,金門縣,12330
2023,04,雲林縣,4944
2023,04,高雄市,207516
2023,05,南投縣,3440
2023,05,嘉義市,6870
2023,05,嘉義縣,4265
2023,05,基隆市,55832
2023,05,宜蘭縣,23417
2023,05,屏東縣,14931
2023,05,彰化縣,6480
2023,05,新北市,626236
2023,05,新竹市,17075
2023,05,新竹縣,7612
2023,05,桃園市,173076
2023,05,澎湖縣,6155
2023,05,臺中市,254212
2023,05,臺北市,801286
2023,05,臺南市,89427
2023,05,臺東縣,4263
2023,05,花蓮縣,4207
2023,05,苗栗縣,1302
2023,05,連江縣,3392
2023,05,金門縣,12741
2023,05,雲林縣,5067
2023,05,高雄市,219833
2023,06,南投縣,2879
2023,06,嘉義市,6654
2023,06,嘉義縣,4244
2023,06,基隆市,54336
2023,06,宜蘭縣,22457
2023,06,屏東縣,14500
2023,06,彰化縣,6139
2023,06,新北市,598345
2023,06,新竹市,16316
2023,06,新竹縣,7296
2023,06,桃園市,168474
2023,06,澎湖縣,5874
2023,06,臺中市,237979
2023,06,臺北市,754055
2023,06,臺南市,86186
2023,06,臺東縣,3912
2023,06,花蓮縣,4031
2023,06,苗栗縣,1260
2023,06,連江縣,2848
2023,06,金門縣,11460
2023,06,雲林縣,4918
2023,06,高雄市,208532
2023,07,南投縣,1770
2023,07,嘉義市,6786
2023,07,嘉義縣,4213
2023,07,基隆市,54570
2023,07,宜蘭縣,22553
2023,07,屏東縣,13072
2023,07,彰化縣,5948
2023,07,新北市,607507
2023,07,新竹市,15649
2023,07,新竹縣,7489
2023,07,桃園市,171654
2023,07,澎湖縣,4478
2023,07,臺中市,253835
2023,07,臺北市,770413
2023,07,臺南市,83709
2023,07,臺東縣,3267
2023,07,花蓮縣,3599
2023,07,苗栗縣,1302
2023,07,連江縣,2728
2023,07,金門縣,11842
2023,07,雲林縣,5014
2023,07,高雄市,202429
2023,08,南投縣,1947
2023,08,嘉義市,7030
2023,08,嘉義縣,4420
2023,08,基隆市,55778
2023,08,宜蘭縣,21882
2023,08,屏東縣,14060
2023,08,彰化縣,5913
2023,08,新北市,610693
2023,08,新竹市,15804
2023,08,新竹縣,7603
2023,08,桃園市,174762
2023,08,澎湖縣,4949
2023,08,臺中市,254367
2023,08,臺北市,777205
2023,08,臺南市,88689
2023,08,臺東縣,3216
2023,08,花蓮縣,4851
2023,08,苗栗縣,1302
2023,08,連江縣,2806
2023,08,金門縣,11842
2023,08,雲林縣,5052
2023,08,高雄市,209071
2023,09,南投縣,2933
2023,09,嘉義市,6233
2023,09,嘉義縣,4028
2023,09,基隆市,54952
2023,09,宜蘭縣,22227
